country,year,sex,age,suicides_no,population,rate
Dominica,1981,female,75+ years,0,600,0
Dominica,1981,male,15-24 years,0,9000,0
Dominica,1981,male,25-34 years,0,4800,0
Dominica,1981,male,35-54 years,0,4100,0
Dominica,1981,male,5-14 years,0,10000,0
Dominica,1981,male,55-74 years,0,2200,0
Dominica,1981,male,75+ years,0,400,0
Dominica,1982,female,15-24 years,0,8800,0
Dominica,1982,female,25-34 years,0,5200,0
Dominica,1982,female,35-54 years,0,5200,0
Dominica,1982,female,5-14 years,0,9500,0
Dominica,1982,female,55-74 years,0,3400,0
Dominica,1982,female,75+ years,0,600,0
Dominica,1982,male,15-24 years,1,9000,11.11111111
Dominica,1982,male,25-34 years,1,4800,20.83333333
Dominica,1982,male,35-54 years,2,4100,48.7804878
Dominica,1982,male,5-14 years,0,9900,0
Dominica,1982,male,55-74 years,0,2400,0
Dominica,1982,male,75+ years,0,400,0
Dominica,1983,female,15-24 years,0,,#DIV/0!
Dominica,1983,female,25-34 years,0,,#DIV/0!
Dominica,1983,female,35-54 years,0,,#DIV/0!
Dominica,1983,female,5-14 years,0,,#DIV/0!
Dominica,1983,female,55-74 years,0,,#DIV/0!
Dominica,1983,female,75+ years,0,,#DIV/0!
Dominica,1983,male,15-24 years,0,,#DIV/0!
Dominica,1983,male,25-34 years,0,,#DIV/0!
Dominica,1983,male,35-54 years,0,,#DIV/0!
Dominica,1983,male,5-14 years,0,,#DIV/0!
Dominica,1983,male,55-74 years,0,,#DIV/0!
Dominica,1983,male,75+ years,0,,#DIV/0!
Dominica,1984,female,15-24 years,0,8600,0
Dominica,1984,female,25-34 years,0,6700,0
Dominica,1984,female,35-54 years,0,5400,0
Dominica,1984,female,5-14 years,0,9000,0
Dominica,1984,female,55-74 years,0,3000,0
Dominica,1984,female,75+ years,0,800,0
Dominica,1984,male,15-24 years,0,8800,0
Dominica,1984,male,25-34 years,0,6600,0
Dominica,1984,male,35-54 years,0,4500,0
Dominica,1984,male,5-14 years,0,9300,0
Dominica,1984,male,55-74 years,0,2100,0
Dominica,1984,male,75+ years,0,600,0
Dominica,1985,female,15-24 years,0,8900,0
Dominica,1985,female,25-34 years,0,5100,0
Dominica,1985,female,35-54 years,0,5400,0
Dominica,1985,female,5-14 years,0,8600,0
Dominica,1985,female,55-74 years,0,3800,0
Dominica,1985,female,75+ years,0,1200,0
Dominica,1985,male,15-24 years,0,9500,0
Dominica,1985,male,25-34 years,0,5800,0
Dominica,1985,male,35-54 years,0,4900,0
Dominica,1985,male,5-14 years,0,9300,0
Dominica,1985,male,55-74 years,0,3200,0
Dominica,1985,male,75+ years,0,700,0
Dominica,1986,female,15-24 years,0,,#DIV/0!
Dominica,1986,female,25-34 years,0,,#DIV/0!
Dominica,1986,female,35-54 years,0,,#DIV/0!
Dominica,1986,female,5-14 years,0,,#DIV/0!
Dominica,1986,female,55-74 years,0,,#DIV/0!
Dominica,1986,female,75+ years,0,,#DIV/0!
Dominica,1986,male,15-24 years,0,,#DIV/0!
Dominica,1986,male,25-34 years,0,,#DIV/0!
Dominica,1986,male,35-54 years,0,,#DIV/0!
Dominica,1986,male,5-14 years,0,,#DIV/0!
Dominica,1986,male,55-74 years,0,,#DIV/0!
Dominica,1986,male,75+ years,0,,#DIV/0!
Dominica,1987,female,15-24 years,0,,#DIV/0!
Dominica,1987,female,25-34 years,0,,#DIV/0!
Dominica,1987,female,35-54 years,0,,#DIV/0!
Dominica,1987,female,5-14 years,0,,#DIV/0!
Dominica,1987,female,55-74 years,0,,#DIV/0!
Dominica,1987,female,75+ years,0,,#DIV/0!
Dominica,1987,male,15-24 years,0,,#DIV/0!
Dominica,1987,male,25-34 years,0,,#DIV/0!
Dominica,1987,male,35-54 years,0,,#DIV/0!
Dominica,1987,male,5-14 years,0,,#DIV/0!
Dominica,1987,male,55-74 years,0,,#DIV/0!
Dominica,1987,male,75+ years,0,,#DIV/0!
Dominica,1988,female,15-24 years,0,,#DIV/0!
Dominica,1988,female,25-34 years,0,,#DIV/0!
Dominica,1988,female,35-54 years,0,,#DIV/0!
Dominica,1988,female,5-14 years,0,,#DIV/0!
Dominica,1988,female,55-74 years,0,,#DIV/0!
Dominica,1988,female,75+ years,0,,#DIV/0!
Dominica,1988,male,15-24 years,0,,#DIV/0!
Dominica,1988,male,25-34 years,0,,#DIV/0!
Dominica,1988,male,35-54 years,0,,#DIV/0!
Dominica,1988,male,5-14 years,0,,#DIV/0!
Dominica,1988,male,55-74 years,0,,#DIV/0!
Dominica,1988,male,75+ years,0,,#DIV/0!
Dominica,1989,female,15-24 years,0,,#DIV/0!
Dominica,1989,female,25-34 years,0,,#DIV/0!
Dominica,1989,female,35-54 years,0,,#DIV/0!
Dominica,1989,female,5-14 years,0,,#DIV/0!
Dominica,1989,female,55-74 years,0,,#DIV/0!
Dominica,1989,female,75+ years,0,,#DIV/0!
Dominica,1989,male,15-24 years,0,,#DIV/0!
Dominica,1989,male,25-34 years,0,,#DIV/0!
Dominica,1989,male,35-54 years,0,,#DIV/0!
Dominica,1989,male,5-14 years,0,,#DIV/0!
Dominica,1989,male,55-74 years,0,,#DIV/0!
Dominica,1989,male,75+ years,0,,#DIV/0!
Dominica,1990,female,15-24 years,0,,#DIV/0!
Dominica,1990,female,25-34 years,0,,#DIV/0!
Dominica,1990,female,35-54 years,0,,#DIV/0!
Dominica,1990,female,5-14 years,0,,#DIV/0!
Dominica,1990,female,55-74 years,0,,#DIV/0!
Dominica,1990,female,75+ years,0,,#DIV/0!
Dominica,1990,male,15-24 years,0,,#DIV/0!
Dominica,1990,male,25-34 years,0,,#DIV/0!
Dominica,1990,male,35-54 years,0,,#DIV/0!
Dominica,1990,male,5-14 years,0,,#DIV/0!
Dominica,1990,male,55-74 years,0,,#DIV/0!
Dominica,1990,male,75+ years,0,,#DIV/0!
Dominica,1991,female,15-24 years,0,,#DIV/0!
Dominica,1991,female,25-34 years,0,,#DIV/0!
Dominica,1991,female,35-54 years,0,,#DIV/0!
Dominica,1991,female,5-14 years,0,,#DIV/0!
Dominica,1991,female,55-74 years,0,,#DIV/0!
Dominica,1991,female,75+ years,0,,#DIV/0!
Dominica,1991,male,15-24 years,0,,#DIV/0!
Dominica,1991,male,25-34 years,0,,#DIV/0!
Dominica,1991,male,35-54 years,0,,#DIV/0!
Dominica,1991,male,5-14 years,0,,#DIV/0!
Dominica,1991,male,55-74 years,0,,#DIV/0!
Dominica,1991,male,75+ years,0,,#DIV/0!
Dominica,1992,female,15-24 years,0,,#DIV/0!
Dominica,1992,female,25-34 years,0,,#DIV/0!
Dominica,1992,female,35-54 years,0,,#DIV/0!
Dominica,1992,female,5-14 years,0,,#DIV/0!
Dominica,1992,female,55-74 years,0,,#DIV/0!
Dominica,1992,female,75+ years,0,,#DIV/0!
Dominica,1992,male,15-24 years,0,,#DIV/0!
Dominica,1992,male,25-34 years,0,,#DIV/0!
Dominica,1992,male,35-54 years,0,,#DIV/0!
Dominica,1992,male,5-14 years,0,,#DIV/0!
Dominica,1992,male,55-74 years,0,,#DIV/0!
Dominica,1992,male,75+ years,0,,#DIV/0!
Dominica,1993,female,15-24 years,0,,#DIV/0!
Dominica,1993,female,25-34 years,0,,#DIV/0!
Dominica,1993,female,35-54 years,0,,#DIV/0!
Dominica,1993,female,5-14 years,0,,#DIV/0!
Dominica,1993,female,55-74 years,0,,#DIV/0!
Dominica,1993,female,75+ years,0,,#DIV/0!
Dominica,1993,male,15-24 years,0,,#DIV/0!
Dominica,1993,male,25-34 years,0,,#DIV/0!
Dominica,1993,male,35-54 years,0,,#DIV/0!
Dominica,1993,male,5-14 years,0,,#DIV/0!
Dominica,1993,male,55-74 years,0,,#DIV/0!
Dominica,1993,male,75+ years,0,,#DIV/0!
Dominica,1994,female,15-24 years,0,,#DIV/0!
Dominica,1994,female,25-34 years,0,,#DIV/0!
Dominica,1994,female,35-54 years,0,,#DIV/0!
Dominica,1994,female,5-14 years,0,,#DIV/0!
Dominica,1994,female,55-74 years,0,,#DIV/0!
Dominica,1994,female,75+ years,0,,#DIV/0!
Dominica,1994,male,15-24 years,0,,#DIV/0!
Dominica,1994,male,25-34 years,0,,#DIV/0!
Dominica,1994,male,35-54 years,0,,#DIV/0!
Dominica,1994,male,5-14 years,0,,#DIV/0!
Dominica,1994,male,55-74 years,0,,#DIV/0!
Dominica,1994,male,75+ years,0,,#DIV/0!
Dominica,1995,female,15-24 years,0,,#DIV/0!
Dominica,1995,female,25-34 years,0,,#DIV/0!
Dominica,1995,female,35-54 years,0,,#DIV/0!
Dominica,1995,female,5-14 years,0,,#DIV/0!
Dominica,1995,female,55-74 years,0,,#DIV/0!
Dominica,1995,female,75+ years,0,,#DIV/0!
Dominica,1995,male,15-24 years,0,,#DIV/0!
Dominica,1995,male,25-34 years,0,,#DIV/0!
Dominica,1995,male,35-54 years,2,,#DIV/0!
Dominica,1995,male,5-14 years,0,,#DIV/0!
Dominica,1995,male,55-74 years,0,,#DIV/0!
Dominica,1995,male,75+ years,0,,#DIV/0!
Dominica,1996,female,15-24 years,0,,#DIV/0!
Dominica,1996,female,25-34 years,0,,#DIV/0!
Dominica,1996,female,35-54 years,0,,#DIV/0!
Dominica,1996,female,5-14 years,0,,#DIV/0!
Dominica,1996,female,55-74 years,0,,#DIV/0!
Dominica,1996,female,75+ years,0,,#DIV/0!
Dominica,1996,male,15-24 years,0,,#DIV/0!
Dominica,1996,male,25-34 years,0,,#DIV/0!
Dominica,1996,male,35-54 years,0,,#DIV/0!
Dominica,1996,male,5-14 years,0,,#DIV/0!
Dominica,1996,male,55-74 years,0,,#DIV/0!
Dominica,1996,male,75+ years,0,,#DIV/0!
Dominica,1997,female,15-24 years,0,,#DIV/0!
Dominica,1997,female,25-34 years,0,,#DIV/0!
Dominica,1997,female,35-54 years,0,,#DIV/0!
Dominica,1997,female,5-14 years,0,,#DIV/0!
Dominica,1997,female,55-74 years,0,,#DIV/0!
Dominica,1997,female,75+ years,0,,#DIV/0!
Dominica,1997,male,15-24 years,0,,#DIV/0!
Dominica,1997,male,25-34 years,1,,#DIV/0!
Dominica,1997,male,35-54 years,0,,#DIV/0!
Dominica,1997,male,5-14 years,0,,#DIV/0!
Dominica,1997,male,55-74 years,0,,#DIV/0!
Dominica,1997,male,75+ years,0,,#DIV/0!
Dominica,1998,female,15-24 years,0,,#DIV/0!
Dominica,1998,female,25-34 years,0,,#DIV/0!
Dominica,1998,female,35-54 years,0,,#DIV/0!
Dominica,1998,female,5-14 years,0,,#DIV/0!
Dominica,1998,female,55-74 years,0,,#DIV/0!
Dominica,1998,female,75+ years,0,,#DIV/0!
Dominica,1998,male,15-24 years,0,,#DIV/0!
Dominica,1998,male,25-34 years,0,,#DIV/0!
Dominica,1998,male,35-54 years,0,,#DIV/0!
Dominica,1998,male,5-14 years,0,,#DIV/0!
Dominica,1998,male,55-74 years,0,,#DIV/0!
Dominica,1998,male,75+ years,0,,#DIV/0!
Dominica,1999,female,15-24 years,0,,#DIV/0!
Dominica,1999,female,25-34 years,0,,#DIV/0!
Dominica,1999,female,35-54 years,1,,#DIV/0!
Dominica,1999,female,5-14 years,0,,#DIV/0!
Dominica,1999,female,55-74 years,0,,#DIV/0!
Dominica,1999,female,75+ years,1,,#DIV/0!
Dominica,1999,male,15-24 years,1,,#DIV/0!
Dominica,1999,male,25-34 years,4,,#DIV/0!
Dominica,1999,male,35-54 years,1,,#DIV/0!
Dominica,1999,male,5-14 years,0,,#DIV/0!
Dominica,1999,male,55-74 years,0,,#DIV/0!
Dominica,1999,male,75+ years,0,,#DIV/0!
Dominica,2000,female,15-24 years,0,,#DIV/0!
Dominica,2000,female,25-34 years,0,,#DIV/0!
Dominica,2000,female,35-54 years,0,,#DIV/0!
Dominica,2000,female,5-14 years,0,,#DIV/0!
Dominica,2000,female,55-74 years,0,,#DIV/0!
Dominica,2000,female,75+ years,0,,#DIV/0!
Dominica,2000,male,15-24 years,0,,#DIV/0!
Dominica,2000,male,25-34 years,0,,#DIV/0!
Dominica,2000,male,35-54 years,0,,#DIV/0!
Dominica,2000,male,5-14 years,0,,#DIV/0!
Dominica,2000,male,55-74 years,1,,#DIV/0!
Dominica,2000,male,75+ years,1,,#DIV/0!
Dominica,2001,female,15-24 years,1,,#DIV/0!
Dominica,2001,female,25-34 years,0,,#DIV/0!
Dominica,2001,female,35-54 years,0,,#DIV/0!
Dominica,2001,female,5-14 years,0,,#DIV/0!
Dominica,2001,female,55-74 years,1,,#DIV/0!
Dominica,2001,female,75+ years,0,,#DIV/0!
Dominica,2001,male,15-24 years,0,,#DIV/0!
Dominica,2001,male,25-34 years,1,,#DIV/0!
Dominica,2001,male,35-54 years,2,,#DIV/0!
Dominica,2001,male,5-14 years,0,,#DIV/0!
Dominica,2001,male,55-74 years,0,,#DIV/0!
Dominica,2001,male,75+ years,0,,#DIV/0!
Dominica,2002,female,15-24 years,0,,#DIV/0!
Dominica,2002,female,25-34 years,0,,#DIV/0!
Dominica,2002,female,35-54 years,0,,#DIV/0!
Dominica,2002,female,5-14 years,0,,#DIV/0!
Dominica,2002,female,55-74 years,0,,#DIV/0!
Dominica,2002,female,75+ years,0,,#DIV/0!
Dominica,2002,male,15-24 years,0,,#DIV/0!
Dominica,2002,male,25-34 years,0,,#DIV/0!
Dominica,2002,male,35-54 years,2,,#DIV/0!
Dominica,2002,male,5-14 years,0,,#DIV/0!
Dominica,2002,male,55-74 years,0,,#DIV/0!
Dominica,2002,male,75+ years,0,,#DIV/0!
Dominica,2003,female,15-24 years,1,,#DIV/0!
Dominica,2003,female,25-34 years,0,,#DIV/0!
Dominica,2003,female,35-54 years,0,,#DIV/0!
Dominica,2003,female,5-14 years,0,,#DIV/0!
Dominica,2003,female,55-74 years,0,,#DIV/0!
Dominica,2003,female,75+ years,0,,#DIV/0!
Dominica,2003,male,15-24 years,0,,#DIV/0!
Dominica,2003,male,25-34 years,0,,#DIV/0!
Dominica,2003,male,35-54 years,1,,#DIV/0!
Dominica,2003,male,5-14 years,0,,#DIV/0!
Dominica,2003,male,55-74 years,0,,#DIV/0!
Dominica,2003,male,75+ years,0,,#DIV/0!
Dominica,2004,female,15-24 years,0,,#DIV/0!
Dominica,2004,female,25-34 years,0,,#DIV/0!
Dominica,2004,female,35-54 years,1,,#DIV/0!
Dominica,2004,female,5-14 years,0,,#DIV/0!
Dominica,2004,female,55-74 years,0,,#DIV/0!
Dominica,2004,female,75+ years,0,,#DIV/0!
Dominica,2004,male,15-24 years,0,,#DIV/0!
Dominica,2004,male,25-34 years,1,,#DIV/0!
Dominica,2004,male,35-54 years,0,,#DIV/0!
Dominica,2004,male,5-14 years,0,,#DIV/0!
Dominica,2004,male,55-74 years,0,,#DIV/0!
Dominica,2004,male,75+ years,0,,#DIV/0!
Dominica,2005,female,15-24 years,0,,#DIV/0!
Dominica,2005,female,25-34 years,0,,#DIV/0!
Dominica,2005,female,35-54 years,0,,#DIV/0!
Dominica,2005,female,5-14 years,0,,#DIV/0!
Dominica,2005,female,55-74 years,0,,#DIV/0!
Dominica,2005,female,75+ years,0,,#DIV/0!
Dominica,2005,male,15-24 years,0,,#DIV/0!
Dominica,2005,male,25-34 years,0,,#DIV/0!
Dominica,2005,male,35-54 years,1,,#DIV/0!
Dominica,2005,male,5-14 years,0,,#DIV/0!
Dominica,2005,male,55-74 years,0,,#DIV/0!
Dominica,2005,male,75+ years,0,,#DIV/0!
Dominica,2006,female,15-24 years,0,,#DIV/0!
Dominica,2006,female,25-34 years,0,,#DIV/0!
Dominica,2006,female,35-54 years,0,,#DIV/0!
Dominica,2006,female,5-14 years,0,,#DIV/0!
Dominica,2006,female,55-74 years,0,,#DIV/0!
Dominica,2006,female,75+ years,0,,#DIV/0!
Dominica,2006,male,15-24 years,0,,#DIV/0!
Dominica,2006,male,25-34 years,0,,#DIV/0!
Dominica,2006,male,35-54 years,0,,#DIV/0!
Dominica,2006,male,5-14 years,0,,#DIV/0!
Dominica,2006,male,55-74 years,0,,#DIV/0!
Dominica,2006,male,75+ years,0,,#DIV/0!
Dominica,2007,female,15-24 years,0,,#DIV/0!
Dominica,2007,female,25-34 years,0,,#DIV/0!
Dominica,2007,female,35-54 years,0,,#DIV/0!
Dominica,2007,female,5-14 years,0,,#DIV/0!
Dominica,2007,female,55-74 years,0,,#DIV/0!
Dominica,2007,female,75+ years,0,,#DIV/0!
Dominica,2007,male,15-24 years,0,,#DIV/0!
Dominica,2007,male,25-34 years,2,,#DIV/0!
Dominica,2007,male,35-54 years,0,,#DIV/0!
Dominica,2007,male,5-14 years,0,,#DIV/0!
Dominica,2007,male,55-74 years,0,,#DIV/0!
Dominica,2007,male,75+ years,0,,#DIV/0!
Dominica,2008,female,15-24 years,0,,#DIV/0!
Dominica,2008,female,25-34 years,0,,#DIV/0!
Dominica,2008,female,35-54 years,0,,#DIV/0!
Dominica,2008,female,5-14 years,0,,#DIV/0!
Dominica,2008,female,55-74 years,0,,#DIV/0!
Dominica,2008,female,75+ years,0,,#DIV/0!
Dominica,2008,male,15-24 years,0,,#DIV/0!
Dominica,2008,male,25-34 years,0,,#DIV/0!
Dominica,2008,male,35-54 years,2,,#DIV/0!
Dominica,2008,male,5-14 years,0,,#DIV/0!
Dominica,2008,male,55-74 years,0,,#DIV/0!
Dominica,2008,male,75+ years,1,,#DIV/0!
Dominica,2009,female,15-24 years,0,,#DIV/0!
Dominica,2009,female,25-34 years,0,,#DIV/0!
Dominica,2009,female,35-54 years,0,,#DIV/0!
Dominica,2009,female,5-14 years,0,,#DIV/0!
Dominica,2009,female,55-74 years,0,,#DIV/0!
Dominica,2009,female,75+ years,0,,#DIV/0!
Dominica,2009,male,15-24 years,0,,#DIV/0!
Dominica,2009,male,25-34 years,0,,#DIV/0!
Dominica,2009,male,35-54 years,1,,#DIV/0!
Dominica,2009,male,5-14 years,0,,#DIV/0!
Dominica,2009,male,55-74 years,0,,#DIV/0!
Dominica,2009,male,75+ years,0,,#DIV/0!
Dominica,2010,female,15-24 years,0,,#DIV/0!
Dominica,2010,female,25-34 years,0,,#DIV/0!
Dominica,2010,female,35-54 years,0,,#DIV/0!
Dominica,2010,female,5-14 years,0,,#DIV/0!
Dominica,2010,female,55-74 years,0,,#DIV/0!
Dominica,2010,female,75+ years,0,,#DIV/0!
Dominica,2010,male,15-24 years,1,,#DIV/0!
Dominica,2010,male,25-34 years,1,,#DIV/0!
Dominica,2010,male,35-54 years,1,,#DIV/0!
Dominica,2010,male,5-14 years,0,,#DIV/0!
Dominica,2010,male,55-74 years,0,,#DIV/0!
Dominica,2010,male,75+ years,0,,#DIV/0!
Dominica,2011,female,15-24 years,1,,#DIV/0!
Dominica,2011,female,25-34 years,0,,#DIV/0!
Dominica,2011,female,35-54 years,0,,#DIV/0!
Dominica,2011,female,5-14 years,0,,#DIV/0!
Dominica,2011,female,55-74 years,0,,#DIV/0!
Dominica,2011,female,75+ years,0,,#DIV/0!
Dominica,2011,male,15-24 years,0,,#DIV/0!
Dominica,2011,male,25-34 years,0,,#DIV/0!
Dominica,2011,male,35-54 years,3,,#DIV/0!
Dominica,2011,male,5-14 years,0,,#DIV/0!
Dominica,2011,male,55-74 years,1,,#DIV/0!
Dominica,2011,male,75+ years,0,,#DIV/0!
Dominica,2012,female,15-24 years,0,,#DIV/0!
Dominica,2012,female,25-34 years,0,,#DIV/0!
Dominica,2012,female,35-54 years,0,,#DIV/0!
Dominica,2012,female,5-14 years,0,,#DIV/0!
Dominica,2012,female,55-74 years,0,,#DIV/0!
Dominica,2012,female,75+ years,0,,#DIV/0!
Dominica,2012,male,15-24 years,0,,#DIV/0!
Dominica,2012,male,25-34 years,1,,#DIV/0!
Dominica,2012,male,35-54 years,1,,#DIV/0!
Dominica,2012,male,5-14 years,0,,#DIV/0!
Dominica,2012,male,55-74 years,0,,#DIV/0!
Dominica,2012,male,75+ years,0,,#DIV/0!
Dominica,2013,female,15-24 years,0,,#DIV/0!
Dominica,2013,female,25-34 years,0,,#DIV/0!
Dominica,2013,female,35-54 years,0,,#DIV/0!
Dominica,2013,female,5-14 years,0,,#DIV/0!
Dominica,2013,female,55-74 years,0,,#DIV/0!
Dominica,2013,female,75+ years,0,,#DIV/0!
Dominica,2013,male,15-24 years,0,,#DIV/0!
Dominica,2013,male,25-34 years,1,,#DIV/0!
Dominica,2013,male,35-54 years,0,,#DIV/0!
Dominica,2013,male,5-14 years,0,,#DIV/0!
Dominica,2013,male,55-74 years,0,,#DIV/0!
Dominica,2013,male,75+ years,0,,#DIV/0!
Dominica,2014,female,15-24 years,0,,#DIV/0!
Dominica,2014,female,25-34 years,0,,#DIV/0!
Dominica,2014,female,35-54 years,0,,#DIV/0!
Dominica,2014,female,5-14 years,0,,#DIV/0!
Dominica,2014,female,55-74 years,0,,#DIV/0!
Dominica,2014,female,75+ years,0,,#DIV/0!
Dominica,2014,male,15-24 years,1,,#DIV/0!
Dominica,2014,male,25-34 years,1,,#DIV/0!
Dominica,2014,male,35-54 years,0,,#DIV/0!
Dominica,2014,male,5-14 years,0,,#DIV/0!
Dominica,2014,male,55-74 years,1,,#DIV/0!
Dominica,2014,male,75+ years,0,,#DIV/0!
Dominica,2015,female,15-24 years,0,,#DIV/0!
Dominica,2015,female,25-34 years,0,,#DIV/0!
Dominica,2015,female,35-54 years,1,,#DIV/0!
Dominica,2015,female,5-14 years,0,,#DIV/0!
Dominica,2015,female,55-74 years,0,,#DIV/0!
Dominica,2015,female,75+ years,0,,#DIV/0!
Dominica,2015,male,15-24 years,0,,#DIV/0!
Dominica,2015,male,25-34 years,1,,#DIV/0!
Dominica,2015,male,35-54 years,2,,#DIV/0!
Dominica,2015,male,5-14 years,0,,#DIV/0!
Dominica,2015,male,55-74 years,1,,#DIV/0!
Dominica,2015,male,75+ years,0,,#DIV/0!
Dominican Republic,1980,female,15-24 years,11,,#DIV/0!
Dominican Republic,1980,female,25-34 years,9,,#DIV/0!
Dominican Republic,1980,female,35-54 years,6,,#DIV/0!
Dominican Republic,1980,female,5-14 years,1,,#DIV/0!
Dominican Republic,1980,female,55-74 years,1,,#DIV/0!
Dominican Republic,1980,female,75+ years,0,,#DIV/0!
Dominican Republic,1980,male,15-24 years,22,,#DIV/0!
Dominican Republic,1980,male,25-34 years,16,,#DIV/0!
Dominican Republic,1980,male,35-54 years,23,,#DIV/0!
Dominican Republic,1980,male,5-14 years,3,,#DIV/0!
